House_Type,Family_Members,Rooms,AC_Hours,Fan_Hours,Refrigerator,Washing_Machine_Hours,Water_Motor_Hours,Lighting_Hours,Outdoor_Temperature,Season,Day_Type,Work_From_Home,Solar_Panels,Daily_Electricity_Consumption
-1.0330428434833772,2.178953626011645,-0.1689693591274093,0.1779506432860968,-0.3527106194970777,0.209383227878716,-0.06182640250428604,-1.2401972736178977,1.1271514597320107,-0.15405666306777507,-0.4361237543662007,-0.1509036616176397,1.6115589663919445,2.038293201494263,18.42
1.7365090157213874,0.5088307649909666,2.450710627344052,-0.649929430767731,-0.4303317945624558,0.209383227878716,0.6138719855207008,1.489510592012105,2.366522317094279,-0.23378581978547494,-0.4361237543662007,-0.1509036616176397,-0.6205171643448208,-0.49060655222070343,14.56
-1.0330428434833772,-1.1612920960297122,-0.8238893557452747,-0.8242199726738001,-1.3811911891133362,0.209383227878716,-1.4132231785542595,-0.4819450887206747,-0.45022963145632977,-1.6689106407040712,1.3586242059885347,-0.1509036616176397,-0.6205171643448208,-0.49060655222070343,9.32
-1.0330428434833772,-0.6045844756894858,-1.47880935236314,-0.715288383982507,-1.943944708337327,0.209383227878716,-0.5686001935230262,-0.9368963996590085,-1.5205953719055614,-1.6788767852937838,1.3586242059885347,-0.1509036616176397,-0.6205171643448208,2.038293201494263,7.74
0.3517330861190051,-1.7179997163699383,-0.8238893557452747,-0.08348516957300676,0.8116070064835923,0.209383227878716,-1.244298581548013,0.27630709617654825,-0.33755955351430583,0.4638443014943983,-0.4361237543662007,-0.1509036616176397,1.6115589663919445,-0.49060655222070343,18.23
0.3517330861190051,-0.6045844756894858,0.48595063749045614,1.9426423800850456,1.083281119212415,0.209383227878716,-0.9064493875355194,-0.3302946517412301,-0.7882398652824036,1.4803910496450707,0.46125022581116704,-0.1509036616176397,-0.6205171643448208,2.038293201494263,29.75
-1.0330428434833772,1.6222460056714192,-1.47880935236314,-0.9113652436268347,-1.1677329576835467,0.209383227878716,-0.23075099951053268,-0.9368963996590085,-0.11221939763025691,-1.469587748909822,1.3586242059885347,-0.1509036616176397,-0.6205171643448208,-0.49060655222070343,10.98
-1.0330428434833772,2.178953626011645,-0.1689693591274093,-0.34492098243211033,-0.4691423820951447,0.209383227878716,2.640967149595661,-1.2401972736178977,0.28212587516682797,-0.21385353060605006,-1.3334977345435686,-1.9911922179303176,-0.6205171643448208,-0.49060655222070343,16.78
-1.0330428434833772,-1.1612920960297122,-0.1689693591274093,0.6572496335277864,1.432576407006616,0.209383227878716,-0.5686001935230262,-1.3918477105973424,0.28212587516682797,1.6199170739010451,0.46125022581116704,-0.1509036616176397,-0.6205171643448208,-0.49060655222070343,23.95
-1.0330428434833772,-0.6045844756894858,-0.8238893557452747,-0.49742520659992073,0.3458799560913242,0.209383227878716,0.2760227915082074,-0.9368963996590085,-0.39389459248531783,0.005401650367624319,-0.4361237543662007,-0.1509036616176397,-0.6205171643448208,2.038293201494263,10.93
0.3517330861190051,-1.1612920960297122,1.1408706341083215,0.4611727738834589,1.083281119212415,0.209383227878716,-0.7375247905292728,0.7312584071148821,0.28212587516682797,0.922286952621172,0.46125022581116704,1.689384894695038,-0.6205171643448208,-0.49060655222070343,21.97
-1.0330428434833772,-0.6045844756894858,-0.8238893557452747,2.7051635009240975,1.0056599441470373,0.209383227878716,-1.075373984541766,-1.3918477105973424,-1.6332654498475858,1.0219483985182967,0.46125022581116704,1.689384894695038,-0.6205171643448208,-0.49060655222070343,36.31
-1.0330428434833772,-0.6045844756894858,-0.1689693591274093,-0.6935020662442484,0.05480054959615669,0.209383227878716,0.44494738851445387,-0.785245962679564,0.7891412259059377,0.15489381921331144,-0.4361237543662007,-0.1509036616176397,-0.6205171643448208,-0.49060655222070343,12.95
0.3517330861190051,0.5088307649909666,-0.8238893557452747,-0.6281431130294725,0.6951752438855253,0.209383227878716,1.1206457765394409,0.8829088440943265,-0.7319048263113906,0.4140135785458359,-0.4361237543662007,1.689384894695038,-0.6205171643448208,-0.49060655222070343,14.12
-1.0330428434833772,-1.1612920960297122,-1.47880935236314,2.5744455944945455,1.5878187571373723,0.209383227878716,-1.075373984541766,-0.785245962679564,-2.0839457616156833,1.320932736209671,0.46125022581116704,-0.1509036616176397,-0.6205171643448208,-0.49060655222070343,36.63
-1.0330428434833772,-0.047876855349259624,-0.1689693591274093,-0.30134834695559304,-0.3527106194970777,0.209383227878716,-0.7375247905292728,-0.4819450887206747,0.0004506803117670471,-0.4530410007591493,-1.3334977345435686,-0.1509036616176397,1.6115589663919445,-0.49060655222070343,16.52
